Review_ID,Product_Category,Rating,Review_Date,Review_Text
1402,Sports,4,2024-02-06,Exceeded my expectations. Will definitely buy again.
1403,Electronics,3,2024-02-07,Average quality for the price.
1404,Sports,5,2024-02-08,Great quality and fast shipping. Highly recommend.
1405,Beauty,5,2024-02-09,Great quality and fast shipping. Highly recommend.
1406,Sports,5,2024-02-10,Great quality and fast shipping. Highly recommend.
1407,Electronics,4,2024-02-11,Best thing I've bought all year. Five stars!
1408,Beauty,1,2024-02-12,Waste of money. Doesn't work as advertised.
1409,Sports,5,2024-02-13,"Absolutely love this product, it works perfectly!"
1410,Beauty,5,2024-02-14,Exceeded my expectations. Will definitely buy again.
1411,Clothing,1,2024-02-15,Arrived damaged and late. I want a refund.
1412,Clothing,5,2024-02-16,"Absolutely love this product, it works perfectly!"
1413,Sports,5,2024-02-17,Best thing I've bought all year. Five stars!
1414,Beauty,4,2024-02-18,Best thing I've bought all year. Five stars!
1415,Electronics,4,2024-02-19,Exceeded my expectations. Will definitely buy again.
1416,Sports,3,2024-02-20,"It is exactly as described, neither great nor terrible."
1417,Clothing,1,2024-02-21,Very disappointed. The quality is incredibly poor.
1418,Clothing,3,2024-02-22,"It is exactly as described, neither great nor terrible."
1419,Sports,5,2024-02-23,Exceeded my expectations. Will definitely buy again.
1420,Beauty,1,2024-02-24,Customer service was completely unhelpful. Do not buy.
1421,Clothing,3,2024-02-25,"Not bad, but I've seen better."
1422,Beauty,3,2024-02-26,"It's okay, does the job but nothing special."
1423,Clothing,4,2024-02-27,Very satisfied with my purchase. The material is great.
1424,Clothing,5,2024-02-28,Very satisfied with my purchase. The material is great.
1425,Home & Kitchen,3,2024-02-29,Fairly standard product.
1426,Clothing,3,2024-03-01,Fairly standard product.
1427,Electronics,5,2024-03-02,Best thing I've bought all year. Five stars!
1428,Sports,4,2024-03-03,Exceeded my expectations. Will definitely buy again.
1429,Sports,2,2024-03-04,Waste of money. Doesn't work as advertised.
1430,Beauty,4,2024-03-05,Exceeded my expectations. Will definitely buy again.
1431,Clothing,1,2024-03-06,Terrible experience. The item broke after two days.
1432,Electronics,2,2024-03-07,Arrived damaged and late. I want a refund.
1433,Beauty,4,2024-03-08,Exceeded my expectations. Will definitely buy again.
1434,Home & Kitchen,3,2024-03-09,"Not bad, but I've seen better."
1435,Beauty,5,2024-03-10,"Absolutely love this product, it works perfectly!"
1436,Beauty,3,2024-03-11,Average quality for the price.
1437,Clothing,4,2024-03-12,Very satisfied with my purchase. The material is great.
1438,Home & Kitchen,4,2024-03-13,Great quality and fast shipping. Highly recommend.
1439,Beauty,1,2024-03-14,Arrived damaged and late. I want a refund.
1440,Electronics,4,2024-03-15,Exceeded my expectations. Will definitely buy again.
1441,Electronics,2,2024-03-16,Terrible experience. The item broke after two days.
1442,Sports,5,2024-03-17,"Absolutely love this product, it works perfectly!"
1443,Home & Kitchen,1,2024-03-18,Waste of money. Doesn't work as advertised.
1444,Home & Kitchen,3,2024-03-19,Average quality for the price.
1445,Sports,1,2024-03-20,Waste of money. Doesn't work as advertised.
1446,Beauty,5,2024-03-21,Exceeded my expectations. Will definitely buy again.
1447,Home & Kitchen,4,2024-03-22,Very satisfied with my purchase. The material is great.
1448,Electronics,4,2024-03-23,"Absolutely love this product, it works perfectly!"
1449,Electronics,1,2024-03-24,Terrible experience. The item broke after two days.
1450,Clothing,5,2024-03-25,Best thing I've bought all year. Five stars!
1451,Home & Kitchen,2,2024-03-26,Arrived damaged and late. I want a refund.
1452,Beauty,5,2024-03-27,Exceeded my expectations. Will definitely buy again.
1453,Sports,2,2024-03-28,Very disappointed. The quality is incredibly poor.
1454,Sports,2,2024-03-29,Waste of money. Doesn't work as advertised.
1455,Beauty,1,2024-03-30,Customer service was completely unhelpful. Do not buy.
1456,Clothing,4,2024-03-31,Best thing I've bought all year. Five stars!
1457,Sports,4,2024-04-01,Very satisfied with my purchase. The material is great.
1458,Home & Kitchen,1,2024-04-02,Arrived damaged and late. I want a refund.
1459,Clothing,5,2024-04-03,Very satisfied with my purchase. The material is great.
1460,Home & Kitchen,4,2024-04-04,Great quality and fast shipping. Highly recommend.
1461,Electronics,4,2024-04-05,Exceeded my expectations. Will definitely buy again.
1462,Clothing,3,2024-04-06,"It is exactly as described, neither great nor terrible."
1463,Sports,3,2024-04-07,"It's okay, does the job but nothing special."
1464,Clothing,4,2024-04-08,"Absolutely love this product, it works perfectly!"
1465,Clothing,2,2024-04-09,Waste of money. Doesn't work as advertised.
1466,Clothing,2,2024-04-10,Waste of money. Doesn't work as advertised.
1467,Clothing,5,2024-04-11,Very satisfied with my purchase. The material is great.
1468,Home & Kitchen,5,2024-04-12,"Absolutely love this product, it works perfectly!"
1469,Electronics,3,2024-04-13,"It's okay, does the job but nothing special."
1470,Beauty,3,2024-04-14,"It is exactly as described, neither great nor terrible."
1471,Clothing,4,2024-04-15,Best thing I've bought all year. Five stars!
1472,Sports,3,2024-04-16,Fairly standard product.
1473,Clothing,1,2024-04-17,Very disappointed. The quality is incredibly poor.
1474,Sports,2,2024-04-18,Customer service was completely unhelpful. Do not buy.
1475,Home & Kitchen,5,2024-04-19,Best thing I've bought all year. Five stars!
1476,Sports,4,2024-04-20,"Absolutely love this product, it works perfectly!"
1477,Beauty,1,2024-04-21,Arrived damaged and late. I want a refund.
1478,Electronics,2,2024-04-22,Very disappointed. The quality is incredibly poor.
1479,Sports,2,2024-04-23,Very disappointed. The quality is incredibly poor.
1480,Sports,4,2024-04-24,Exceeded my expectations. Will definitely buy again.
1481,Electronics,1,2024-04-25,Arrived damaged and late. I want a refund.
1482,Beauty,1,2024-04-26,Terrible experience. The item broke after two days.
1483,Clothing,5,2024-04-27,"Absolutely love this product, it works perfectly!"
1484,Sports,2,2024-04-28,Waste of money. Doesn't work as advertised.
1485,Electronics,4,2024-04-29,"Absolutely love this product, it works perfectly!"
1486,Home & Kitchen,2,2024-04-30,Customer service was completely unhelpful. Do not buy.
1487,Electronics,1,2024-05-01,Customer service was completely unhelpful. Do not buy.
1488,Home & Kitchen,2,2024-05-02,Terrible experience. The item broke after two days.
1489,Beauty,5,2024-05-03,"Absolutely love this product, it works perfectly!"
1490,Clothing,5,2024-05-04,Very satisfied with my purchase. The material is great.
1491,Electronics,5,2024-05-05,"Absolutely love this product, it works perfectly!"
1492,Sports,3,2024-05-06,"It is exactly as described, neither great nor terrible."
1493,Beauty,4,2024-05-07,Very satisfied with my purchase. The material is great.
1494,Electronics,2,2024-05-08,Terrible experience. The item broke after two days.
1495,Sports,3,2024-05-09,Average quality for the price.
1496,Electronics,5,2024-05-10,Great quality and fast shipping. Highly recommend.
1497,Home & Kitchen,1,2024-05-11,Waste of money. Doesn't work as advertised.
1498,Electronics,1,2024-05-12,Terrible experience. The item broke after two days.
1499,Electronics,2,2024-05-13,Very disappointed. The quality is incredibly poor.
1500,Electronics,1,2024-05-14,Terrible experience. The item broke after two days.
1001,Beauty,4,2023-01-01,Best thing I've bought all year. Five stars!
1002,Sports,5,2023-01-02,Exceeded my expectations. Will definitely buy again.
1003,Home & Kitchen,3,2023-01-03,"It is exactly as described, neither great nor terrible."
1004,Sports,5,2023-01-04,Best thing I've bought all year. Five stars!
1005,Sports,3,2023-01-05,"It is exactly as described, neither great nor terrible."
